SampleID	season	sample_site	add_0c	facility	decomp_stage	sample_type
skin.face.CMU.16.12.2016.11.day.day16	fall	skin.face	27.5	CMU	early	skin
skin.face.CMU.16.12.2016.11.day.day17	fall	skin.face	27.5	CMU	early	skin
skin.face.CMU.16.12.2016.11.day.day18	fall	skin.face	27.5	CMU	early	skin
skin.face.CMU.16.12.2016.11.day.day19	fall	skin.face	27.5	CMU	early	skin
skin.face.CMU.16.12.2016.11.day.day20	fall	skin.face	27.5	CMU	early	skin
skin.face.CMU.16.12.2016.11.day.day21	fall	skin.face	31.1	CMU	early	skin
skin.face.CMU.16.14.2016.11.day.day1	fall	skin.face	0	CMU	early	skin
skin.face.CMU.16.14.2016.11.day.day2	fall	skin.face	0	CMU	early	skin
skin.face.CMU.16.14.2016.12.day.day10	fall	skin.face	1.4	CMU	early	skin
skin.face.CMU.16.14.2016.12.day.day11	fall	skin.face	1.4	CMU	early	skin
skin.face.CMU.16.14.2016.12.day.day12	fall	skin.face	1.4	CMU	early	skin
skin.face.CMU.16.14.2016.12.day.day13	fall	skin.face	5	CMU	early	skin
skin.face.CMU.16.14.2016.12.day.day14	fall	skin.face	6.95	CMU	early	skin
skin.face.CMU.16.14.2016.12.day.day15	fall	skin.face	6.95	CMU	early	skin
skin.face.CMU.16.14.2016.12.day.day16	fall	skin.face	8.05	CMU	early	skin
skin.face.CMU.16.14.2016.12.day.day17	fall	skin.face	12.75	CMU	early	skin
skin.face.CMU.16.14.2016.12.day.day18	fall	skin.face	19.4	CMU	early	skin
skin.face.CMU.16.14.2016.12.day.day19	fall	skin.face	19.4	CMU	early	skin
skin.face.CMU.16.14.2016.12.day.day20	fall	skin.face	19.4	CMU	early	skin
skin.face.CMU.16.14.2016.12.day.day21	fall	skin.face	19.4	CMU	early	skin
skin.face.CMU.16.14.2016.12.day.day3	fall	skin.face	0	CMU	early	skin
skin.face.CMU.16.14.2016.12.day.day4	fall	skin.face	0	CMU	early	skin
skin.face.CMU.16.14.2016.12.day.day5	fall	skin.face	0	CMU	early	skin
skin.face.CMU.16.14.2016.12.day.day6	fall	skin.face	0	CMU	early	skin
skin.face.CMU.16.14.2016.12.day.day7	fall	skin.face	1.4	CMU	early	skin
skin.face.CMU.16.14.2016.12.day.day8	fall	skin.face	1.4	CMU	early	skin
skin.face.CMU.16.14.2016.12.day.day9	fall	skin.face	1.4	CMU	early	skin
skin.face.CMU.16.15.2016.12.day1	winter	skin.face	0	CMU	early	skin
skin.face.CMU.16.15.2016.12.day10	winter	skin.face	12.45	CMU	early	skin
skin.face.CMU.16.15.2016.12.day11	winter	skin.face	12.45	CMU	early	skin
skin.face.CMU.16.15.2016.12.day12	winter	skin.face	12.7	CMU	early	skin
skin.face.CMU.16.15.2016.12.day13	winter	skin.face	17.15	CMU	early	skin
skin.face.CMU.16.15.2016.12.day14	winter	skin.face	18.8	CMU	early	skin
skin.face.CMU.16.15.2016.12.day15	winter	skin.face	18.8	CMU	early	skin
skin.face.CMU.16.15.2016.12.day16	winter	skin.face	18.8	CMU	early	skin
skin.face.CMU.16.15.2016.12.day17	winter	skin.face	18.8	CMU	early	skin
skin.face.CMU.16.15.2016.12.day18	winter	skin.face	19.35	CMU	early	skin
skin.face.CMU.16.15.2016.12.day19	winter	skin.face	19.35	CMU	early	skin
skin.face.CMU.16.15.2016.12.day2	winter	skin.face	0	CMU	early	skin
skin.face.CMU.16.15.2016.12.day20	winter	skin.face	19.35	CMU	early	skin
skin.face.CMU.16.15.2016.12.day3	winter	skin.face	1.1	CMU	early	skin
skin.face.CMU.16.15.2016.12.day4	winter	skin.face	5.8	CMU	early	skin
skin.face.CMU.16.15.2016.12.day5	winter	skin.face	12.45	CMU	early	skin
skin.face.CMU.16.15.2016.12.day6	winter	skin.face	12.45	CMU	early	skin
skin.face.CMU.16.15.2016.12.day7	winter	skin.face	12.45	CMU	early	skin
skin.face.CMU.16.15.2016.12.day8	winter	skin.face	12.45	CMU	early	skin
skin.face.CMU.16.15.2016.12.day9	winter	skin.face	12.45	CMU	early	skin
skin.face.CMU.16.15.2017.01.day21	winter	skin.face	19.35	CMU	early	skin
skin.face.CMU.17.01.2017.01.day1	winter	skin.face	0	CMU	early	skin
skin.face.CMU.17.01.2017.01.day10	winter	skin.face	12.25	CMU	early	skin
skin.face.CMU.17.01.2017.01.day11	winter	skin.face	16.4	CMU	early	skin
skin.face.CMU.17.01.2017.01.day12	winter	skin.face	20.3	CMU	early	skin
skin.face.CMU.17.01.2017.01.day13	winter	skin.face	22.8	CMU	early	skin
skin.face.CMU.17.01.2017.01.day14	winter	skin.face	24.75	CMU	early	skin
skin.face.CMU.17.01.2017.01.day15	winter	skin.face	26.7	CMU	early	skin
skin.face.CMU.17.01.2017.01.day16	winter	skin.face	26.7	CMU	early	skin
skin.face.CMU.17.01.2017.01.day17	winter	skin.face	27.8	CMU	early	skin
skin.face.CMU.17.01.2017.01.day18	winter	skin.face	28.65	CMU	early	skin
skin.face.CMU.17.01.2017.01.day19	winter	skin.face	28.95	CMU	early	skin
skin.face.CMU.17.01.2017.01.day2	winter	skin.face	0	CMU	early	skin
skin.face.CMU.17.01.2017.01.day20	winter	skin.face	33.4	CMU	early	skin
skin.face.CMU.17.01.2017.01.day21	winter	skin.face	33.65	CMU	early	skin
skin.face.CMU.17.01.2017.01.day22	winter	skin.face	33.65	CMU	early	skin
skin.face.CMU.17.01.2017.01.day3	winter	skin.face	0	CMU	early	skin
skin.face.CMU.17.01.2017.01.day4	winter	skin.face	0	CMU	early	skin
skin.face.CMU.17.01.2017.01.day5	winter	skin.face	0	CMU	early	skin
skin.face.CMU.17.01.2017.01.day6	winter	skin.face	0	CMU	early	skin
skin.face.CMU.17.01.2017.01.day7	winter	skin.face	0.85	CMU	early	skin
skin.face.CMU.17.01.2017.01.day8	winter	skin.face	6.15	CMU	early	skin
skin.face.CMU.17.01.2017.01.day9	winter	skin.face	8.65	CMU	early	skin
skin.face.CMU.17.04.2017.03.day1	winter	skin.face	0	CMU	early	skin
skin.face.CMU.17.04.2017.03.day10	winter	skin.face	127.45	CMU	active	skin
skin.face.CMU.17.04.2017.03.day11	winter	skin.face	144.95	CMU	active	skin
skin.face.CMU.17.04.2017.03.day12	winter	skin.face	162.45	CMU	active	skin
skin.face.CMU.17.04.2017.03.day13	winter	skin.face	180.25	CMU	active	skin
skin.face.CMU.17.04.2017.03.day14	winter	skin.face	191.65	CMU	active	skin
skin.face.CMU.17.04.2017.03.day15	winter	skin.face	202.45	CMU	advanced	skin
skin.face.CMU.17.04.2017.03.day16	winter	skin.face	213.25	CMU	advanced	skin
skin.face.CMU.17.04.2017.03.day17	winter	skin.face	224.05	CMU	advanced	skin
skin.face.CMU.17.04.2017.03.day18	winter	skin.face	235.2	CMU	advanced	skin
skin.face.CMU.17.04.2017.03.day19	winter	skin.face	243.55	CMU	advanced	skin
skin.face.CMU.17.04.2017.03.day2	winter	skin.face	12.5	CMU	early	skin
skin.face.CMU.17.04.2017.03.day20	winter	skin.face	254.4	CMU	advanced	skin
skin.face.CMU.17.04.2017.03.day21	winter	skin.face	267.15	CMU	advanced	skin
skin.face.CMU.17.04.2017.03.day3	winter	skin.face	24.15	CMU	early	skin
skin.face.CMU.17.04.2017.03.day4	winter	skin.face	34.15	CMU	early	skin
skin.face.CMU.17.04.2017.03.day5	winter	skin.face	46.95	CMU	early	skin
skin.face.CMU.17.04.2017.03.day6	winter	skin.face	61.65	CMU	active	skin
skin.face.CMU.17.04.2017.03.day7	winter	skin.face	76.65	CMU	active	skin
skin.face.CMU.17.04.2017.03.day8	winter	skin.face	92.2	CMU	active	skin
skin.face.CMU.17.04.2017.03.day9	winter	skin.face	109.7	CMU	active	skin
skin.face.CMU.17.10.2017.08.09.day1	summer	skin.face	0	CMU	early	skin
skin.face.CMU.17.10.2017.08.10.day2	summer	skin.face	25.55	CMU	early	skin
skin.face.CMU.17.10.2017.08.11.day3	summer	skin.face	49.75	CMU	early	skin
skin.face.CMU.17.10.2017.08.12.day4	summer	skin.face	72	CMU	active	skin
skin.face.CMU.17.10.2017.08.13.day5	summer	skin.face	97	CMU	active	skin
skin.face.CMU.17.10.2017.08.14.day6	summer	skin.face	122.55	CMU	active	skin
skin.face.CMU.17.10.2017.08.15.day7	summer	skin.face	146.45	CMU	active	skin
skin.face.CMU.17.10.2017.08.16.day8	summer	skin.face	169.5	CMU	active	skin
skin.face.CMU.17.10.2017.08.17.day9	summer	skin.face	193.95	CMU	active	skin
skin.face.CMU.17.10.2017.08.18.day10	summer	skin.face	219.2	CMU	advanced	skin
skin.face.CMU.17.10.2017.08.19.day11	summer	skin.face	244.45	CMU	advanced	skin
skin.face.CMU.17.10.2017.08.20.day12	summer	skin.face	270.85	CMU	advanced	skin
skin.face.CMU.17.10.2017.08.21.day13	summer	skin.face	297.25	CMU	advanced	skin
skin.face.CMU.17.10.2017.08.22.day14	summer	skin.face	322.8	CMU	advanced	skin
skin.face.CMU.17.10.2017.08.23.day15	summer	skin.face	348.05	CMU	advanced	skin
skin.face.CMU.17.10.2017.08.24.day16	summer	skin.face	373.85	CMU	advanced	skin
skin.face.CMU.17.10.2017.08.25.day17	summer	skin.face	398.55	CMU	advanced	skin
skin.face.CMU.17.10.2017.08.26.day18	summer	skin.face	424.7	CMU	advanced	skin
skin.face.CMU.17.10.2017.08.27.day19	summer	skin.face	451.65	CMU	advanced	skin
skin.face.CMU.17.10.2017.08.28.day20	summer	skin.face	477.8	CMU	advanced	skin
skin.face.CMU.17.10.2017.08.29.day21	summer	skin.face	504.75	CMU	advanced	skin
skin.face.CMU.17.12.2017.10.10.day1	fall	skin.face	0	CMU	early	skin
skin.face.CMU.17.12.2017.10.11.day2	fall	skin.face	12.8	CMU	early	skin
skin.face.CMU.17.12.2017.10.12.day3	fall	skin.face	28.65	CMU	early	skin
skin.face.CMU.17.12.2017.10.13.day4	fall	skin.face	41.7	CMU	early	skin
skin.face.CMU.17.12.2017.10.14.day5	fall	skin.face	50.05	CMU	active	skin
skin.face.CMU.17.12.2017.10.15.day6	fall	skin.face	58.65	CMU	active	skin
skin.face.CMU.17.12.2017.10.16.day7	fall	skin.face	68.95	CMU	active	skin
skin.face.CMU.17.12.2017.10.17.day8	fall	skin.face	80.35	CMU	active	skin
skin.face.CMU.17.12.2017.10.18.day9	fall	skin.face	93.95	CMU	active	skin
skin.face.CMU.17.12.2017.10.19.day10	fall	skin.face	107.85	CMU	active	skin
skin.face.CMU.17.12.2017.10.20.day11	fall	skin.face	125.05	CMU	active	skin
skin.face.CMU.17.12.2017.10.21.day12	fall	skin.face	132.55	CMU	active	skin
skin.face.CMU.17.12.2017.10.22.day13	fall	skin.face	141.75	CMU	active	skin
skin.face.CMU.17.12.2017.10.23.day14	fall	skin.face	153.7	CMU	active	skin
skin.face.CMU.17.12.2017.10.24.day15	fall	skin.face	166.75	CMU	active	skin
skin.face.CMU.17.12.2017.10.25.day16	fall	skin.face	179	CMU	active	skin
skin.face.CMU.17.12.2017.10.26.day17	fall	skin.face	190.95	CMU	active	skin
skin.face.CMU.17.12.2017.10.27.day18	fall	skin.face	200.4	CMU	advanced	skin
skin.face.CMU.17.12.2017.10.28.day19	fall	skin.face	211.5	CMU	advanced	skin
skin.face.CMU.17.12.2017.10.29.day20	fall	skin.face	222.9	CMU	advanced	skin
skin.face.CMU.17.12.2017.10.30.day21	fall	skin.face	232.9	CMU	advanced	skin
skin.face.SHSU.2016.007.2016.04.15.day1	spring	skin.face	0	SHSU	early	skin
skin.face.SHSU.2016.007.2016.04.16.day2	spring	skin.face	23.33333333	SHSU	early	skin
skin.face.SHSU.2016.007.2016.04.17.day3	spring	skin.face	45.83333333	SHSU	early	skin
skin.face.SHSU.2016.007.2016.04.18.day4	spring	skin.face	67.5	SHSU	active	skin
skin.face.SHSU.2016.007.2016.04.19.day5	spring	skin.face	90.55555556	SHSU	active	skin
skin.face.SHSU.2016.007.2016.04.20.day6	spring	skin.face	111.6666667	SHSU	active	skin
skin.face.SHSU.2016.007.2016.04.21.day7	spring	skin.face	132.7777778	SHSU	active	skin
skin.face.SHSU.2016.007.2016.04.22.day8	spring	skin.face	153.8888889	SHSU	active	skin
skin.face.SHSU.2016.007.2016.04.23.day9	spring	skin.face	174.4444445	SHSU	active	skin
skin.face.SHSU.2016.007.2016.04.24.day10	spring	skin.face	194.7222222	SHSU	active	skin
skin.face.SHSU.2016.007.2016.04.25.day11	spring	skin.face	220.5555556	SHSU	advanced	skin
skin.face.SHSU.2016.007.2016.04.26.day12	spring	skin.face	247.2222222	SHSU	advanced	skin
skin.face.SHSU.2016.007.2016.04.27.day13	spring	skin.face	271.1111111	SHSU	advanced	skin
skin.face.SHSU.2016.007.2016.04.28.day14	spring	skin.face	296.3888889	SHSU	advanced	skin
skin.face.SHSU.2016.007.2016.04.29.day15	spring	skin.face	324.4444445	SHSU	advanced	skin
skin.face.SHSU.2016.007.2016.04.30.day16	spring	skin.face	350	SHSU	advanced	skin
skin.face.SHSU.2016.007.2016.05.01.day17	spring	skin.face	373.6111111	SHSU	advanced	skin
skin.face.SHSU.2016.007.2016.05.02.day18	spring	skin.face	391.6666667	SHSU	advanced	skin
skin.face.SHSU.2016.007.2016.05.03.day19	spring	skin.face	409.1666667	SHSU	advanced	skin
skin.face.SHSU.2016.007.2016.05.04.day20	spring	skin.face	428.6111111	SHSU	advanced	skin
skin.face.SHSU.2016.007.2016.05.05.day21	spring	skin.face	449.1666667	SHSU	advanced	skin
skin.face.SHSU.2016.011.2016.04.15.day1	spring	skin.face	0	SHSU	early	skin
skin.face.SHSU.2016.011.2016.04.16.day2	spring	skin.face	23.33333333	SHSU	early	skin
skin.face.SHSU.2016.011.2016.04.17.day3	spring	skin.face	45.83333333	SHSU	early	skin
skin.face.SHSU.2016.011.2016.04.18.day4	spring	skin.face	67.5	SHSU	active	skin
skin.face.SHSU.2016.011.2016.04.19.day5	spring	skin.face	90.55555556	SHSU	active	skin
skin.face.SHSU.2016.011.2016.04.20.day6	spring	skin.face	111.6666667	SHSU	active	skin
skin.face.SHSU.2016.011.2016.04.21.day7	spring	skin.face	132.7777778	SHSU	active	skin
skin.face.SHSU.2016.011.2016.04.22.day8	spring	skin.face	153.8888889	SHSU	active	skin
skin.face.SHSU.2016.011.2016.04.23.day9	spring	skin.face	174.4444445	SHSU	active	skin
skin.face.SHSU.2016.011.2016.04.24.day10	spring	skin.face	194.7222222	SHSU	active	skin
skin.face.SHSU.2016.011.2016.04.25.day11	spring	skin.face	220.5555556	SHSU	advanced	skin
skin.face.SHSU.2016.011.2016.04.26.day12	spring	skin.face	247.2222222	SHSU	advanced	skin
skin.face.SHSU.2016.011.2016.04.27.day13	spring	skin.face	271.1111111	SHSU	advanced	skin
skin.face.SHSU.2016.011.2016.04.28.day14	spring	skin.face	296.3888889	SHSU	advanced	skin
skin.face.SHSU.2016.011.2016.04.29.day15	spring	skin.face	324.4444445	SHSU	advanced	skin
skin.face.SHSU.2016.011.2016.04.30.day16	spring	skin.face	350	SHSU	advanced	skin
skin.face.SHSU.2016.011.2016.05.01.day17	spring	skin.face	373.6111111	SHSU	advanced	skin
skin.face.SHSU.2016.011.2016.05.02.day18	spring	skin.face	391.6666667	SHSU	advanced	skin
skin.face.SHSU.2016.011.2016.05.03.day19	spring	skin.face	409.1666667	SHSU	advanced	skin
skin.face.SHSU.2016.011.2016.05.04.day20	spring	skin.face	428.6111111	SHSU	advanced	skin
skin.face.SHSU.2016.011.2016.05.05.day21	spring	skin.face	449.1666667	SHSU	advanced	skin
skin.face.SHSU.2016.024.2016.04.15.day1	spring	skin.face	0	SHSU	early	skin
skin.face.SHSU.2016.024.2016.04.16.day2	spring	skin.face	23.33333333	SHSU	early	skin
skin.face.SHSU.2016.024.2016.04.17.day3	spring	skin.face	45.83333333	SHSU	early	skin
skin.face.SHSU.2016.024.2016.04.18.day4	spring	skin.face	67.5	SHSU	active	skin
skin.face.SHSU.2016.024.2016.04.19.day5	spring	skin.face	90.55555556	SHSU	active	skin
skin.face.SHSU.2016.024.2016.04.20.day6	spring	skin.face	111.6666667	SHSU	active	skin
skin.face.SHSU.2016.024.2016.04.21.day7	spring	skin.face	132.7777778	SHSU	active	skin
skin.face.SHSU.2016.024.2016.04.22.day8	spring	skin.face	153.8888889	SHSU	active	skin
skin.face.SHSU.2016.024.2016.04.23.day9	spring	skin.face	174.4444445	SHSU	active	skin
skin.face.SHSU.2016.024.2016.04.24.day10	spring	skin.face	194.7222222	SHSU	active	skin
skin.face.SHSU.2016.024.2016.04.25.day11	spring	skin.face	220.5555556	SHSU	advanced	skin
skin.face.SHSU.2016.024.2016.04.26.day12	spring	skin.face	247.2222222	SHSU	advanced	skin
skin.face.SHSU.2016.024.2016.04.27.day13	spring	skin.face	271.1111111	SHSU	advanced	skin
skin.face.SHSU.2016.024.2016.04.28.day14	spring	skin.face	296.3888889	SHSU	advanced	skin
skin.face.SHSU.2016.024.2016.04.29.day15	spring	skin.face	324.4444445	SHSU	advanced	skin
skin.face.SHSU.2016.024.2016.04.30.day16	spring	skin.face	350	SHSU	advanced	skin
skin.face.SHSU.2016.024.2016.05.01.day17	spring	skin.face	373.6111111	SHSU	advanced	skin
skin.face.SHSU.2016.024.2016.05.02.day18	spring	skin.face	391.6666667	SHSU	advanced	skin
skin.face.SHSU.2016.024.2016.05.03.day19	spring	skin.face	409.1666667	SHSU	advanced	skin
skin.face.SHSU.2016.024.2016.05.04.day20	spring	skin.face	428.6111111	SHSU	advanced	skin
skin.face.SHSU.2016.024.2016.05.05.day21	spring	skin.face	449.1666667	SHSU	advanced	skin
skin.face.SHSU.2016.064.2016.08.25.day1	summer	skin.face	0	SHSU	early	skin
skin.face.SHSU.2016.064.2016.08.26.day2	summer	skin.face	27.5	SHSU	early	skin
skin.face.SHSU.2016.064.2016.08.27.day3	summer	skin.face	55.27777778	SHSU	active	skin
skin.face.SHSU.2016.064.2016.08.28.day4	summer	skin.face	82.22222222	SHSU	active	skin
skin.face.SHSU.2016.064.2016.08.30.day6	summer	skin.face	137.5	SHSU	active	skin
skin.face.SHSU.2016.064.2016.08.31.day7	summer	skin.face	166.3888889	SHSU	active	skin
skin.face.SHSU.2016.064.2016.09.01.day8	summer	skin.face	195.5555556	SHSU	active	skin
skin.face.SHSU.2016.064.2016.09.02.day9	summer	skin.face	223.0555556	SHSU	advanced	skin
skin.face.SHSU.2016.064.2016.09.03.day10	summer	skin.face	250.2777778	SHSU	advanced	skin
skin.face.SHSU.2016.064.2016.09.04.day11	summer	skin.face	278.0555556	SHSU	advanced	skin
skin.face.SHSU.2016.064.2016.09.05.day12	summer	skin.face	306.9444444	SHSU	advanced	skin
skin.face.SHSU.2016.064.2016.09.06.day13	summer	skin.face	335.5555556	SHSU	advanced	skin
skin.face.SHSU.2016.064.2016.09.07.day14	summer	skin.face	364.1666667	SHSU	advanced	skin
skin.face.SHSU.2016.064.2016.09.08.day15	summer	skin.face	393.6111111	SHSU	advanced	skin
skin.face.SHSU.2016.064.2016.09.09.day16	summer	skin.face	422.2222222	SHSU	advanced	skin
skin.face.SHSU.2016.064.2016.09.10.day17	summer	skin.face	449.4444444	SHSU	advanced	skin
skin.face.SHSU.2016.064.2016.09.11.day18	summer	skin.face	476.1111111	SHSU	advanced	skin
skin.face.SHSU.2016.064.2016.09.12.day19	summer	skin.face	503.3333333	SHSU	advanced	skin
skin.face.SHSU.2016.064.2016.09.13.day20	summer	skin.face	530.8333333	SHSU	advanced	skin
skin.face.SHSU.2016.064.2016.09.14.day21	summer	skin.face	558.6111111	SHSU	advanced	skin
skin.face.SHSU.2016.065.2016.08.25.day1	summer	skin.face	0	SHSU	early	skin
skin.face.SHSU.2016.065.2016.08.26.day2	summer	skin.face	27.5	SHSU	early	skin
skin.face.SHSU.2016.065.2016.08.27.day3	summer	skin.face	55.27777778	SHSU	active	skin
skin.face.SHSU.2016.065.2016.08.28.day4	summer	skin.face	82.22222222	SHSU	active	skin
skin.face.SHSU.2016.065.2016.08.29.day5	summer	skin.face	109.4444444	SHSU	active	skin
skin.face.SHSU.2016.065.2016.08.30.day6	summer	skin.face	137.5	SHSU	active	skin
skin.face.SHSU.2016.065.2016.08.31.day7	summer	skin.face	166.3888889	SHSU	active	skin
skin.face.SHSU.2016.065.2016.09.01.day8	summer	skin.face	195.5555556	SHSU	active	skin
skin.face.SHSU.2016.065.2016.09.02.day9	summer	skin.face	223.0555556	SHSU	advanced	skin
skin.face.SHSU.2016.065.2016.09.03.day10	summer	skin.face	250.2777778	SHSU	advanced	skin
skin.face.SHSU.2016.065.2016.09.04.day11	summer	skin.face	278.0555556	SHSU	advanced	skin
skin.face.SHSU.2016.065.2016.09.05.day12	summer	skin.face	306.9444444	SHSU	advanced	skin
skin.face.SHSU.2016.065.2016.09.06.day13	summer	skin.face	335.5555556	SHSU	advanced	skin
skin.face.SHSU.2016.065.2016.09.07.day14	summer	skin.face	364.1666667	SHSU	advanced	skin
skin.face.SHSU.2016.065.2016.09.08.day15	summer	skin.face	393.6111111	SHSU	advanced	skin
skin.face.SHSU.2016.065.2016.09.09.day16	summer	skin.face	422.2222222	SHSU	advanced	skin
skin.face.SHSU.2016.065.2016.09.10.day17	summer	skin.face	449.4444444	SHSU	advanced	skin
skin.face.SHSU.2016.065.2016.09.11.day18	summer	skin.face	476.1111111	SHSU	advanced	skin
skin.face.SHSU.2016.065.2016.09.12.day19	summer	skin.face	503.3333333	SHSU	advanced	skin
skin.face.SHSU.2016.065.2016.09.13.day20	summer	skin.face	530.8333333	SHSU	advanced	skin
skin.face.SHSU.2016.067.2016.09.16.day1	summer	skin.face	0	SHSU	early	skin
skin.face.SHSU.2016.067.2016.09.17.day2	summer	skin.face	29.2	SHSU	early	skin
skin.face.SHSU.2016.067.2016.09.18.day3	summer	skin.face	58.9	SHSU	active	skin
skin.face.SHSU.2016.067.2016.09.19.day4	summer	skin.face	89.75	SHSU	active	skin
skin.face.SHSU.2016.067.2016.09.20.day5	summer	skin.face	118.95	SHSU	active	skin
skin.face.SHSU.2016.067.2016.09.21.day6	summer	skin.face	146.15	SHSU	active	skin
skin.face.SHSU.2016.067.2016.09.22.day7	summer	skin.face	173.4	SHSU	active	skin
skin.face.SHSU.2016.067.2016.09.23.day8	summer	skin.face	201.45	SHSU	advanced	skin
skin.face.SHSU.2016.067.2016.09.24.day9	summer	skin.face	229.8	SHSU	advanced	skin
skin.face.SHSU.2016.067.2016.09.25.day10	summer	skin.face	256.45	SHSU	advanced	skin
skin.face.SHSU.2016.067.2016.09.26.day11	summer	skin.face	280.6	SHSU	advanced	skin
skin.face.SHSU.2016.067.2016.09.27.day12	summer	skin.face	303.65	SHSU	advanced	skin
skin.face.SHSU.2016.067.2016.09.28.day13	summer	skin.face	327	SHSU	advanced	skin
skin.face.SHSU.2016.067.2016.09.29.day14	summer	skin.face	348.1	SHSU	advanced	skin
skin.face.SHSU.2016.067.2016.09.30.day15	summer	skin.face	367.55	SHSU	advanced	skin
skin.face.SHSU.2016.067.2016.10.01.day16	summer	skin.face	388.4	SHSU	advanced	skin
skin.face.SHSU.2016.067.2016.10.03.day18	summer	skin.face	432.5	SHSU	advanced	skin
skin.face.SHSU.2016.067.2016.10.04.day19	summer	skin.face	457.5	SHSU	advanced	skin
skin.face.SHSU.2016.067.2016.10.05.day20	summer	skin.face	486.1	SHSU	advanced	skin
skin.face.SHSU.2016.067.2016.10.06.day21	summer	skin.face	513.85	SHSU	advanced	skin
skin.face.SHSU.2016.072.2016.11.04.day1	fall	skin.face	0	SHSU	early	skin
skin.face.SHSU.2016.072.2016.11.05.day2	fall	skin.face	19.45	SHSU	early	skin
skin.face.SHSU.2016.072.2016.11.06.day3	fall	skin.face	40.6	SHSU	early	skin
skin.face.SHSU.2016.072.2016.11.07.day4	fall	skin.face	62.55	SHSU	active	skin
skin.face.SHSU.2016.072.2016.11.08.day5	fall	skin.face	82	SHSU	active	skin
skin.face.SHSU.2016.072.2016.11.09.day6	fall	skin.face	100.6	SHSU	active	skin
skin.face.SHSU.2016.072.2016.11.10.day7	fall	skin.face	117.55	SHSU	active	skin
skin.face.SHSU.2016.072.2016.11.11.day8	fall	skin.face	135.35	SHSU	active	skin
skin.face.SHSU.2016.072.2016.11.12.day9	fall	skin.face	154	SHSU	active	skin
skin.face.SHSU.2016.072.2016.11.13.day10	fall	skin.face	170.4	SHSU	active	skin
skin.face.SHSU.2016.072.2016.11.14.day11	fall	skin.face	189.05	SHSU	active	skin
skin.face.SHSU.2016.072.2016.11.15.day12	fall	skin.face	209.6	SHSU	advanced	skin
skin.face.SHSU.2016.072.2016.11.17.day14	fall	skin.face	252.9	SHSU	advanced	skin
skin.face.SHSU.2016.072.2016.11.18.day15	fall	skin.face	271.25	SHSU	advanced	skin
skin.face.SHSU.2016.072.2016.11.19.day16	fall	skin.face	281	SHSU	advanced	skin
skin.face.SHSU.2016.072.2016.11.20.day17	fall	skin.face	289.9	SHSU	advanced	skin
skin.face.SHSU.2016.072.2016.11.21.day18	fall	skin.face	305.2	SHSU	advanced	skin
skin.face.SHSU.2016.072.2016.11.22.day19	fall	skin.face	326.9	SHSU	advanced	skin
skin.face.SHSU.2016.072.2016.11.23.day20	fall	skin.face	342.45	SHSU	advanced	skin
skin.face.SHSU.2016.072.2016.11.24.day21	fall	skin.face	357.45	SHSU	advanced	skin
skin.face.SHSU.2016.073.2016.11.04.day1	fall	skin.face	0	SHSU	early	skin
skin.face.SHSU.2016.073.2016.11.05.day2	fall	skin.face	19.45	SHSU	early	skin
skin.face.SHSU.2016.073.2016.11.06.day3	fall	skin.face	40.6	SHSU	early	skin
skin.face.SHSU.2016.073.2016.11.07.day4	fall	skin.face	62.55	SHSU	active	skin
skin.face.SHSU.2016.073.2016.11.08.day5	fall	skin.face	82	SHSU	active	skin
skin.face.SHSU.2016.073.2016.11.09.day6	fall	skin.face	100.6	SHSU	active	skin
skin.face.SHSU.2016.073.2016.11.10.day7	fall	skin.face	117.55	SHSU	active	skin
skin.face.SHSU.2016.073.2016.11.11.day8	fall	skin.face	135.35	SHSU	active	skin
skin.face.SHSU.2016.073.2016.11.12.day9	fall	skin.face	154	SHSU	active	skin
skin.face.SHSU.2016.073.2016.11.13.day10	fall	skin.face	170.4	SHSU	active	skin
skin.face.SHSU.2016.073.2016.11.14.day11	fall	skin.face	189.05	SHSU	active	skin
skin.face.SHSU.2016.073.2016.11.15.day12	fall	skin.face	209.6	SHSU	advanced	skin
skin.face.SHSU.2016.073.2016.11.16.day13	fall	skin.face	230.7	SHSU	advanced	skin
skin.face.SHSU.2016.073.2016.11.17.day14	fall	skin.face	252.9	SHSU	advanced	skin
skin.face.SHSU.2016.073.2016.11.18.day15	fall	skin.face	271.25	SHSU	advanced	skin
skin.face.SHSU.2016.073.2016.11.19.day16	fall	skin.face	281	SHSU	advanced	skin
skin.face.SHSU.2016.073.2016.11.20.day17	fall	skin.face	289.9	SHSU	advanced	skin
skin.face.SHSU.2016.073.2016.11.21.day18	fall	skin.face	305.2	SHSU	advanced	skin
skin.face.SHSU.2016.073.2016.11.22.day19	fall	skin.face	326.9	SHSU	advanced	skin
skin.face.SHSU.2016.073.2016.11.23.day20	fall	skin.face	342.45	SHSU	advanced	skin
skin.face.SHSU.2016.073.2016.11.24.day21	fall	skin.face	357.45	SHSU	advanced	skin
skin.face.SHSU.2016.076.2016.11.22.day1	fall	skin.face	0	SHSU	early	skin
skin.face.SHSU.2016.076.2016.11.23.day2	fall	skin.face	15.55	SHSU	early	skin
skin.face.SHSU.2016.076.2016.11.24.day3	fall	skin.face	30.55	SHSU	early	skin
skin.face.SHSU.2016.076.2016.11.25.day4	fall	skin.face	47.5	SHSU	early	skin
